,year,state,measure,value
1895,2008,Minnesota,Poverty,6.2
1896,2009,Minnesota,Poverty,7.0
1897,2010,Minnesota,Poverty,7.5
1898,2011,Minnesota,Poverty,7.6
1899,2012,Minnesota,Poverty,7.6
1900,2013,Minnesota,Poverty,7.2
1901,2014,Minnesota,Poverty,7.5
1902,2015,Minnesota,Poverty,6.3
1903,2005,Mississippi,Poverty,16.8
1904,2006,Mississippi,Poverty,16.8
1905,2007,Mississippi,Poverty,16.3
1906,2008,Mississippi,Poverty,17.0
1907,2009,Mississippi,Poverty,17.3
1908,2010,Mississippi,Poverty,17.8
1909,2011,Mississippi,Poverty,17.4
1910,2012,Mississippi,Poverty,19.2
1911,2013,Mississippi,Poverty,19.0
1912,2014,Mississippi,Poverty,16.5
1913,2015,Mississippi,Poverty,17.0
1914,2005,Missouri,Poverty,10.0
1915,2006,Missouri,Poverty,10.0
1916,2007,Missouri,Poverty,9.5
1917,2008,Missouri,Poverty,9.7
1918,2009,Missouri,Poverty,10.9
1919,2010,Missouri,Poverty,10.6
1920,2011,Missouri,Poverty,11.5
1921,2012,Missouri,Poverty,11.7
1922,2013,Missouri,Poverty,11.5
1923,2014,Missouri,Poverty,10.7
1924,2015,Missouri,Poverty,10.2
1925,2005,Montana,Poverty,10.5
1926,2006,Montana,Poverty,8.6
1927,2007,Montana,Poverty,9.7
1928,2008,Montana,Poverty,9.7
1929,2009,Montana,Poverty,9.9
1930,2010,Montana,Poverty,10.0
1931,2011,Montana,Poverty,9.7
1932,2012,Montana,Poverty,10.2
1933,2013,Montana,Poverty,11.3
1934,2014,Montana,Poverty,9.5
1935,2015,Montana,Poverty,9.3
1936,2005,Nebraska,Poverty,8.2
1937,2006,Nebraska,Poverty,7.8
1938,2007,Nebraska,Poverty,8.2
1939,2008,Nebraska,Poverty,6.8
1940,2009,Nebraska,Poverty,8.4
1941,2010,Nebraska,Poverty,8.8
1942,2011,Nebraska,Poverty,9.1
1943,2012,Nebraska,Poverty,9.1
1944,2013,Nebraska,Poverty,8.8
1945,2014,Nebraska,Poverty,8.7
1946,2015,Nebraska,Poverty,8.5
1947,2005,Nevada,Poverty,8.9
1948,2006,Nevada,Poverty,7.6
1949,2007,Nevada,Poverty,7.5
1950,2008,Nevada,Poverty,7.9
1951,2009,Nevada,Poverty,9.0
1952,2010,Nevada,Poverty,11.1
1953,2011,Nevada,Poverty,11.9
1954,2012,Nevada,Poverty,12.6
1955,2013,Nevada,Poverty,11.6
1956,2014,Nevada,Poverty,11.0
1957,2015,Nevada,Poverty,10.9
1958,2005,New Hampshire,Poverty,5.3
1959,2006,New Hampshire,Poverty,4.9
1960,2007,New Hampshire,Poverty,4.6
1961,2008,New Hampshire,Poverty,5.0
1962,2009,New Hampshire,Poverty,5.5
1963,2010,New Hampshire,Poverty,5.3
1964,2011,New Hampshire,Poverty,5.6
1965,2012,New Hampshire,Poverty,6.7
1966,2013,New Hampshire,Poverty,5.1
1967,2014,New Hampshire,Poverty,6.0
1968,2015,New Hampshire,Poverty,5.0
1969,2005,New Jersey,Poverty,6.8
1970,2006,New Jersey,Poverty,6.4
1971,2007,New Jersey,Poverty,6.3
1972,2008,New Jersey,Poverty,6.2
1973,2009,New Jersey,Poverty,7.0
1974,2010,New Jersey,Poverty,7.8
1975,2011,New Jersey,Poverty,7.8
1976,2012,New Jersey,Poverty,8.2
1977,2013,New Jersey,Poverty,8.7
1978,2014,New Jersey,Poverty,8.3
1979,2015,New Jersey,Poverty,8.1
1980,2005,New Mexico,Poverty,14.3
1981,2006,New Mexico,Poverty,13.8
1982,2007,New Mexico,Poverty,14.2
1983,2008,New Mexico,Poverty,12.6
1984,2009,New Mexico,Poverty,13.6
1985,2010,New Mexico,Poverty,15.7
1986,2011,New Mexico,Poverty,16.6
1987,2012,New Mexico,Poverty,16.8
1988,2013,New Mexico,Poverty,16.3
1989,2014,New Mexico,Poverty,16.5
1990,2015,New Mexico,Poverty,14.8
1991,2005,New York,Poverty,11.1
1992,2006,New York,Poverty,10.9
1993,2007,New York,Poverty,10.3
1994,2008,New York,Poverty,10.3
1995,2009,New York,Poverty,10.8
1996,2010,New York,Poverty,11.5
1997,2011,New York,Poverty,12.3
1998,2012,New York,Poverty,12.2
1999,2013,New York,Poverty,12.1
2000,2014,New York,Poverty,12.2
2001,2015,New York,Poverty,11.6
2002,2005,North Carolina,Poverty,11.7
2003,2006,North Carolina,Poverty,10.7
2004,2007,North Carolina,Poverty,10.6
2005,2008,North Carolina,Poverty,10.9
2006,2009,North Carolina,Poverty,11.9
2007,2010,North Carolina,Poverty,13.3
2008,2011,North Carolina,Poverty,13.2
2009,2012,North Carolina,Poverty,13.4
2010,2013,North Carolina,Poverty,13.1
2011,2014,North Carolina,Poverty,12.8
2012,2015,North Carolina,Poverty,11.8
2013,2005,North Dakota,Poverty,7.5
2014,2006,North Dakota,Poverty,7.0
2015,2007,North Dakota,Poverty,7.5
2016,2008,North Dakota,Poverty,7.9
2017,2009,North Dakota,Poverty,6.6
2018,2010,North Dakota,Poverty,7.8
2019,2011,North Dakota,Poverty,7.9
2020,2012,North Dakota,Poverty,7.0
2021,2013,North Dakota,Poverty,7.0
2022,2014,North Dakota,Poverty,7.4
2023,2015,North Dakota,Poverty,6.9
2024,2005,Ohio,Poverty,9.9
2025,2006,Ohio,Poverty,9.8
2026,2007,Ohio,Poverty,9.7
2027,2008,Ohio,Poverty,9.8
2028,2009,Ohio,Poverty,11.1
2029,2010,Ohio,Poverty,11.8
2030,2011,Ohio,Poverty,12.0
2031,2012,Ohio,Poverty,12.0
2032,2013,Ohio,Poverty,11.6
2033,2014,Ohio,Poverty,11.6
2034,2015,Ohio,Poverty,10.7
2035,2005,Oklahoma,Poverty,13.1
2036,2006,Oklahoma,Poverty,12.8
2037,2007,Oklahoma,Poverty,11.9
2038,2008,Oklahoma,Poverty,11.8
2039,2009,Oklahoma,Poverty,12.1
2040,2010,Oklahoma,Poverty,12.7
2041,2011,Oklahoma,Poverty,12.8
2042,2012,Oklahoma,Poverty,13.1
2043,2013,Oklahoma,Poverty,12.5
2044,2014,Oklahoma,Poverty,12.2
2045,2015,Oklahoma,Poverty,11.7
2046,2005,Oregon,Poverty,10.1
2047,2006,Oregon,Poverty,9.2
2048,2007,Oregon,Poverty,8.9
2049,2008,Oregon,Poverty,9.6
2050,2009,Oregon,Poverty,9.8
2051,2010,Oregon,Poverty,11.0
2052,2011,Oregon,Poverty,11.9
2053,2012,Oregon,Poverty,12.1
2054,2013,Oregon,Poverty,11.3
2055,2014,Oregon,Poverty,11.0
2056,2015,Oregon,Poverty,9.9
2057,2005,Pennsylvania,Poverty,8.6
2058,2006,Pennsylvania,Poverty,8.2
2059,2007,Pennsylvania,Poverty,8.1
2060,2008,Pennsylvania,Poverty,8.5
2061,2009,Pennsylvania,Poverty,8.6
2062,2010,Pennsylvania,Poverty,9.3
2063,2011,Pennsylvania,Poverty,9.6
2064,2012,Pennsylvania,Poverty,9.5
2065,2013,Pennsylvania,Poverty,9.3
2066,2014,Pennsylvania,Poverty,9.4
2067,2015,Pennsylvania,Poverty,9.1
2068,2005,Rhode Island,Poverty,9.5
2069,2006,Rhode Island,Poverty,7.8
2070,2007,Rhode Island,Poverty,8.3
2071,2008,Rhode Island,Poverty,7.7
2072,2009,Rhode Island,Poverty,8.6
2073,2010,Rhode Island,Poverty,9.2
2074,2011,Rhode Island,Poverty,10.6
2075,2012,Rhode Island,Poverty,9.2
2076,2013,Rhode Island,Poverty,10.7
2077,2014,Rhode Island,Poverty,10.0
2078,2015,Rhode Island,Poverty,10.1
2079,2005,South Carolina,Poverty,12.5
2080,2006,South Carolina,Poverty,11.9
2081,2007,South Carolina,Poverty,11.2
2082,2008,South Carolina,Poverty,11.6
2083,2009,South Carolina,Poverty,12.9
2084,2010,South Carolina,Poverty,13.8
2085,2011,South Carolina,Poverty,14.3
2086,2012,South Carolina,Poverty,14.1
2087,2013,South Carolina,Poverty,14.1
2088,2014,South Carolina,Poverty,13.2
2089,2015,South Carolina,Poverty,12.1
2090,2005,South Dakota,Poverty,9.7
2091,2006,South Dakota,Poverty,8.4
2092,2007,South Dakota,Poverty,8.9
2093,2008,South Dakota,Poverty,8.2
2094,2009,South Dakota,Poverty,9.0
2095,2010,South Dakota,Poverty,9.2
2096,2011,South Dakota,Poverty,9.6
2097,2012,South Dakota,Poverty,8.6
2098,2013,South Dakota,Poverty,9.2
2099,2014,South Dakota,Poverty,9.4
2100,2015,South Dakota,Poverty,8.3
2101,2005,Tennessee,Poverty,12.5
2102,2006,Tennessee,Poverty,12.4
2103,2007,Tennessee,Poverty,12.0
2104,2008,Tennessee,Poverty,11.6
2105,2009,Tennessee,Poverty,13.1
2106,2010,Tennessee,Poverty,13.4
2107,2011,Tennessee,Poverty,13.7
2108,2012,Tennessee,Poverty,13.7
2109,2013,Tennessee,Poverty,13.3
2110,2014,Tennessee,Poverty,13.7
2111,2015,Tennessee,Poverty,12.3
2112,2005,Texas,Poverty,14.2
2113,2006,Texas,Poverty,13.3
2114,2007,Texas,Poverty,12.8
2115,2008,Texas,Poverty,12.4
2116,2009,Texas,Poverty,13.4
2117,2010,Texas,Poverty,13.8
2118,2011,Texas,Poverty,14.4
2119,2012,Texas,Poverty,14.0
2120,2013,Texas,Poverty,13.6
2121,2014,Texas,Poverty,13.4
2122,2015,Texas,Poverty,12.2
2123,2005,Utah,Poverty,8.0
2124,2006,Utah,Poverty,7.8
2125,2007,Utah,Poverty,6.9
2126,2008,Utah,Poverty,6.6
2127,2009,Utah,Poverty,7.8
2128,2010,Utah,Poverty,9.7
2129,2011,Utah,Poverty,10.4
2130,2012,Utah,Poverty,9.6
2131,2013,Utah,Poverty,9.3
2132,2014,Utah,Poverty,8.5
2133,2015,Utah,Poverty,8.3
2134,2005,Vermont,Poverty,7.7
2135,2006,Vermont,Poverty,6.7
2136,2007,Vermont,Poverty,6.4
2137,2008,Vermont,Poverty,6.5
2138,2009,Vermont,Poverty,7.3
2139,2010,Vermont,Poverty,8.4
2140,2011,Vermont,Poverty,6.9
2141,2012,Vermont,Poverty,7.4
2142,2013,Vermont,Poverty,7.8
2143,2014,Vermont,Poverty,8.7
2144,2015,Vermont,Poverty,5.8
2145,2005,Virginia,Poverty,7.4
2146,2006,Virginia,Poverty,6.8
2147,2007,Virginia,Poverty,7.1
2148,2008,Virginia,Poverty,7.3
2149,2009,Virginia,Poverty,7.5
2150,2010,Virginia,Poverty,7.7
2151,2011,Virginia,Poverty,8.2
2152,2012,Virginia,Poverty,8.6
2153,2013,Virginia,Poverty,8.4
2154,2014,Virginia,Poverty,8.3
2155,2015,Virginia,Poverty,7.8
2156,2005,Washington,Poverty,8.4
2157,2006,Washington,Poverty,8.0
2158,2007,Washington,Poverty,7.8
2159,2008,Washington,Poverty,7.7
2160,2009,Washington,Poverty,8.1
2161,2010,Washington,Poverty,9.2
2162,2011,Washington,Poverty,9.4
2163,2012,Washington,Poverty,9.3
2164,2013,Washington,Poverty,9.5
2165,2014,Washington,Poverty,8.8
2166,2015,Washington,Poverty,7.9
2167,2005,West Virginia,Poverty,14.0
2168,2006,West Virginia,Poverty,12.7
2169,2007,West Virginia,Poverty,13.0
2170,2008,West Virginia,Poverty,12.4
2171,2009,West Virginia,Poverty,13.9
2172,2010,West Virginia,Poverty,13.2
2173,2011,West Virginia,Poverty,13.7
2174,2012,West Virginia,Poverty,12.9
2175,2013,West Virginia,Poverty,13.5
2176,2014,West Virginia,Poverty,13.1
2177,2015,West Virginia,Poverty,13.5
2178,2005,Wisconsin,Poverty,7.0
2179,2006,Wisconsin,Poverty,7.3
2180,2007,Wisconsin,Poverty,7.1
2181,2008,Wisconsin,Poverty,6.7
2182,2009,Wisconsin,Poverty,8.2
2183,2010,Wisconsin,Poverty,9.1
2184,2011,Wisconsin,Poverty,8.8
2185,2012,Wisconsin,Poverty,8.9
2186,2013,Wisconsin,Poverty,9.2
2187,2014,Wisconsin,Poverty,9.0
2188,2015,Wisconsin,Poverty,7.9
2189,2005,Wyoming,Poverty,6.3
2190,2006,Wyoming,Poverty,6.3
2191,2007,Wyoming,Poverty,5.2
2192,2008,Wyoming,Poverty,5.7
2193,2009,Wyoming,Poverty,6.3
2194,2010,Wyoming,Poverty,7.2
2195,2011,Wyoming,Poverty,7.9
2196,2012,Wyoming,Poverty,8.5
2197,2013,Wyoming,Poverty,8.4
2198,2014,Wyoming,Poverty,7.4
2199,2015,Wyoming,Poverty,6.7
2200,2005,Alabama,Corruption,5.68951
2201,2006,Alabama,Corruption,11.0175
2202,2007,Alabama,Corruption,11.1281
2203,2008,Alabama,Corruption,3.64658
2204,2009,Alabama,Corruption,4.88457
2205,2010,Alabama,Corruption,2.92563
2206,2011,Alabama,Corruption,2.915
2207,2012,Alabama,Corruption,2.90335
2208,2013,Alabama,Corruption,2.89632
2209,2014,Alabama,Corruption,2.26833
2210,2015,Alabama,Corruption,2.88126
2211,2005,Alaska,Corruption,1.49937
2212,2006,Alaska,Corruption,4.44246
2213,2007,Alaska,Corruption,22.0491
2214,2008,Alaska,Corruption,11.6568
2215,2009,Alaska,Corruption,1.43169
2216,2010,Alaska,Corruption,12.6053
2217,2011,Alaska,Corruption,5.53466
2218,2012,Alaska,Corruption,5.4686
2219,2013,Alaska,Corruption,2.7206
2220,2014,Alaska,Corruption,1.35735
2221,2015,Alaska,Corruption,5.41688
2222,2005,Arizona,Corruption,8.22047
2223,2006,Arizona,Corruption,2.65378
2224,2007,Arizona,Corruption,5.18834
2225,2008,Arizona,Corruption,3.07684
2226,2009,Arizona,Corruption,2.88063
2227,2010,Arizona,Corruption,2.49465
2228,2011,Arizona,Corruption,2.7767
2229,2012,Arizona,Corruption,5.18826
2230,2013,Arizona,Corruption,6.03626
2231,2014,Arizona,Corruption,4.30811
2232,2015,Arizona,Corruption,2.63618
2233,2005,Arkansas,Corruption,1.43828
2234,2006,Arkansas,Corruption,3.54389
2235,2007,Arkansas,Corruption,2.80835
2236,2008,Arkansas,Corruption,1.75107
2237,2009,Arkansas,Corruption,1.03826
2238,2010,Arkansas,Corruption,5.81872
2239,2011,Arkansas,Corruption,2.72296
2240,2012,Arkansas,Corruption,5.08624
2241,2013,Arkansas,Corruption,1.35164
2242,2014,Arkansas,Corruption,1.68556
2243,2015,Arkansas,Corruption,4.36505
2244,2005,California,Corruption,2.37245
2245,2006,California,Corruption,1.80449
2246,2007,California,Corruption,2.09653
2247,2008,California,Corruption,1.57794
2248,2009,California,Corruption,1.8668
2249,2010,California,Corruption,1.17807
2250,2011,California,Corruption,1.37961
2251,2012,California,Corruption,2.33956
2252,2013,California,Corruption,1.64351
2253,2014,California,Corruption,2.4483
2254,2015,California,Corruption,2.14588
2255,2005,Colorado,Corruption,2.37484
2256,2006,Colorado,Corruption,0.847382
2257,2007,Colorado,Corruption,0.624497
2258,2008,Colorado,Corruption,0.809806
2259,2009,Colorado,Corruption,2.78621
2260,2010,Colorado,Corruption,1.18834
2261,2011,Colorado,Corruption,1.17261
2262,2012,Colorado,Corruption,1.73491
2263,2013,Colorado,Corruption,0.569436
2264,2014,Colorado,Corruption,0.373422
2265,2015,Colorado,Corruption,0.0
2266,2005,Connecticut,Corruption,6.84353
2267,2006,Connecticut,Corruption,3.12726
2268,2007,Connecticut,Corruption,4.81959
2269,2008,Connecticut,Corruption,1.42806
2270,2009,Connecticut,Corruption,0.568458
2271,2010,Connecticut,Corruption,1.11823
2272,2011,Connecticut,Corruption,0.0
2273,2012,Connecticut,Corruption,2.2282
2274,2013,Connecticut,Corruption,3.61505
2275,2014,Connecticut,Corruption,2.50231
2276,2015,Connecticut,Corruption,1.6709
2277,2005,Delaware,Corruption,2.36644
2278,2006,Delaware,Corruption,8.14647
2279,2007,Delaware,Corruption,5.7356
2280,2008,Delaware,Corruption,8.01748
2281,2009,Delaware,Corruption,1.12979
2282,2010,Delaware,Corruption,1.1114
2283,2011,Delaware,Corruption,2.20474
2284,2012,Delaware,Corruption,3.27121
2285,2013,Delaware,Corruption,5.40103
2286,2014,Delaware,Corruption,0.0
2287,2015,Delaware,Corruption,1.05716
2288,2005,Florida,Corruption,2.354
2289,2006,Florida,Corruption,4.62377
2290,2007,Florida,Corruption,3.75657
2291,2008,Florida,Corruption,3.60098
2292,2009,Florida,Corruption,3.72209
2293,2010,Florida,Corruption,2.7596
2294,2011,Florida,Corruption,2.09891
2295,2012,Florida,Corruption,3.20951
2296,2013,Florida,Corruption,2.50603
2297,2014,Florida,Corruption,3.21716
2298,2015,Florida,Corruption,4.09446
2299,2005,Georgia,Corruption,3.58506
2300,2006,Georgia,Corruption,0.982982
2301,2007,Georgia,Corruption,0.855616
2302,2008,Georgia,Corruption,2.47787
2303,2009,Georgia,Corruption,2.54344
2304,2010,Georgia,Corruption,3.80949
2305,2011,Georgia,Corruption,4.58472
2306,2012,Georgia,Corruption,4.23389
2307,2013,Georgia,Corruption,2.70212
2308,2014,Georgia,Corruption,4.65469
2309,2015,Georgia,Corruption,3.32848
2310,2005,Hawaii,Corruption,33.8462
2311,2006,Hawaii,Corruption,3.84615
2312,2007,Hawaii,Corruption,0.769231
2313,2008,Hawaii,Corruption,1.55256
2314,2009,Hawaii,Corruption,0.772095
2315,2010,Hawaii,Corruption,0.0
2316,2011,Hawaii,Corruption,2.18212
2317,2012,Hawaii,Corruption,1.43646
2318,2013,Hawaii,Corruption,0.0
2319,2014,Hawaii,Corruption,2.81777
2320,2015,Hawaii,Corruption,3.49259
2321,2005,Idaho,Corruption,0.700162
2322,2006,Idaho,Corruption,0.680888
2323,2007,Idaho,Corruption,0.664408
2324,2008,Idaho,Corruption,0.656247
2325,2009,Idaho,Corruption,0.646914
2326,2010,Idaho,Corruption,0.0
2327,2011,Idaho,Corruption,1.89276
2328,2012,Idaho,Corruption,3.76004
2329,2013,Idaho,Corruption,2.48118
2330,2014,Idaho,Corruption,0.611821
2331,2015,Idaho,Corruption,1.81277
2332,2005,Illinois,Corruption,5.8684
2333,2006,Illinois,Corruption,3.00538
2334,2007,Illinois,Corruption,3.46569
2335,2008,Illinois,Corruption,4.34056
2336,2009,Illinois,Corruption,4.4925
2337,2010,Illinois,Corruption,4.04885
2338,2011,Illinois,Corruption,3.18589
2339,2012,Illinois,Corruption,3.41741
2340,2013,Illinois,Corruption,5.35626
2341,2014,Illinois,Corruption,2.48436
2342,2015,Illinois,Corruption,1.47745
2343,2005,Indiana,Corruption,2.22979
2344,2006,Indiana,Corruption,1.4212
2345,2007,Indiana,Corruption,3.76199
2346,2008,Indiana,Corruption,2.19546
2347,2009,Indiana,Corruption,2.80238
2348,2010,Indiana,Corruption,1.84882
2349,2011,Indiana,Corruption,0.92068
2350,2012,Indiana,Corruption,4.89496
2351,2013,Indiana,Corruption,3.50028
2352,2014,Indiana,Corruption,2.57699
2353,2015,Indiana,Corruption,1.81278
2354,2005,Iowa,Corruption,1.34932
2355,2006,Iowa,Corruption,0.670547
2356,2007,Iowa,Corruption,3.00079
2357,2008,Iowa,Corruption,2.99745
2358,2009,Iowa,Corruption,1.32985
2359,2010,Iowa,Corruption,3.6067
2360,2011,Iowa,Corruption,0.979653
2361,2012,Iowa,Corruption,1.30116
2362,2013,Iowa,Corruption,0.970743
2363,2014,Iowa,Corruption,1.28736
2364,2015,Iowa,Corruption,1.92068
2365,2005,Kansas,Corruption,1.09278
2366,2006,Kansas,Corruption,0.0
2367,2007,Kansas,Corruption,0.718448
2368,2008,Kansas,Corruption,1.78435
2369,2009,Kansas,Corruption,1.41907
2370,2010,Kansas,Corruption,1.74876
2371,2011,Kansas,Corruption,3.13454
2372,2012,Kansas,Corruption,2.77209
2373,2013,Kansas,Corruption,1.38219
2374,2014,Kansas,Corruption,0.6887
2375,2015,Kansas,Corruption,0.686898
2376,2005,Kentucky,Corruption,3.34709
2377,2006,Kentucky,Corruption,6.39926
2378,2007,Kentucky,Corruption,9.16209
2379,2008,Kentucky,Corruption,6.55854
2380,2009,Kentucky,Corruption,9.50369
2381,2010,Kentucky,Corruption,7.82281
2382,2011,Kentucky,Corruption,8.69693
2383,2012,Kentucky,Corruption,7.30524
2384,2013,Kentucky,Corruption,3.41274
2385,2014,Kentucky,Corruption,4.30502
2386,2015,Kentucky,Corruption,2.93779
2387,2005,Louisiana,Corruption,8.30305
2388,2006,Louisiana,Corruption,11.3883
2389,2007,Louisiana,Corruption,9.59873
2390,2008,Louisiana,Corruption,8.84194
2391,2009,Louisiana,Corruption,9.79503
2392,2010,Louisiana,Corruption,12.1033
2393,2011,Louisiana,Corruption,11.1479
2394,2012,Louisiana,Corruption,11.2997
2395,2013,Louisiana,Corruption,10.8097
2396,2014,Louisiana,Corruption,4.51644
2397,2015,Louisiana,Corruption,5.78069
2398,2005,Maine,Corruption,2.27481
2399,2006,Maine,Corruption,3.02202
2400,2007,Maine,Corruption,3.01423
2401,2008,Maine,Corruption,6.07692
2402,2009,Maine,Corruption,3.79276
2403,2010,Maine,Corruption,0.753258
2404,2011,Maine,Corruption,3.01162
2405,2012,Maine,Corruption,1.50467
2406,2013,Maine,Corruption,1.50568
2407,2014,Maine,Corruption,2.25549
2408,2015,Maine,Corruption,3.00904
2409,2005,Maryland,Corruption,3.03985
2410,2006,Maryland,Corruption,6.3973
2411,2007,Maryland,Corruption,3.71457
2412,2008,Maryland,Corruption,6.92275
2413,2009,Maryland,Corruption,5.61455
2414,2010,Maryland,Corruption,3.62946
2415,2011,Maryland,Corruption,9.95146
2416,2012,Maryland,Corruption,4.41834
2417,2013,Maryland,Corruption,7.92739
2418,2014,Maryland,Corruption,6.35834
2419,2015,Maryland,Corruption,5.16116
2420,2005,Massachusetts,Corruption,2.34255
2421,2006,Massachusetts,Corruption,4.36812
2422,2007,Massachusetts,Corruption,4.50902
2423,2008,Massachusetts,Corruption,2.92399
2424,2009,Massachusetts,Corruption,4.24655
2425,2010,Massachusetts,Corruption,4.11758
2426,2011,Massachusetts,Corruption,2.88423
2427,2012,Massachusetts,Corruption,1.95602
2428,2013,Massachusetts,Corruption,3.2871
2429,2014,Massachusetts,Corruption,2.66848
2430,2015,Massachusetts,Corruption,2.35487
2431,2005,Michigan,Corruption,2.18882
2432,2006,Michigan,Corruption,2.49101
2433,2007,Michigan,Corruption,1.19984
2434,2008,Michigan,Corruption,3.29887
2435,2009,Michigan,Corruption,1.80547
2436,2010,Michigan,Corruption,3.03718
2437,2011,Michigan,Corruption,2.43009
2438,2012,Michigan,Corruption,1.72006
2439,2013,Michigan,Corruption,1.92004
2440,2014,Michigan,Corruption,1.91728
2441,2015,Michigan,Corruption,0.604682
2442,2005,Minnesota,Corruption,0.585983
2443,2006,Minnesota,Corruption,1.16199
2444,2007,Minnesota,Corruption,0.576125
2445,2008,Minnesota,Corruption,1.3409
2446,2009,Minnesota,Corruption,2.46857
2447,2010,Minnesota,Corruption,1.12982
2448,2011,Minnesota,Corruption,1.49677
2449,2012,Minnesota,Corruption,0.0
2450,2013,Minnesota,Corruption,1.10693
2451,2014,Minnesota,Corruption,0.916225
2452,2015,Minnesota,Corruption,0.728651
2453,2005,Mississippi,Corruption,1.72061
2454,2006,Mississippi,Corruption,2.40966
2455,2007,Mississippi,Corruption,8.53723
2456,2008,Mississippi,Corruption,5.78503
2457,2009,Mississippi,Corruption,5.08131
2458,2010,Mississippi,Corruption,8.08071
2459,2011,Mississippi,Corruption,5.70755
2460,2012,Mississippi,Corruption,3.01515
2461,2013,Mississippi,Corruption,6.01764
2462,2014,Mississippi,Corruption,6.01187
2463,2015,Mississippi,Corruption,3.67606
2464,2005,Missouri,Corruption,3.62675
2465,2006,Missouri,Corruption,3.42307
2466,2007,Missouri,Corruption,3.39696
2467,2008,Missouri,Corruption,5.24392
2468,2009,Missouri,Corruption,4.0083
2469,2010,Missouri,Corruption,4.16929
2470,2011,Missouri,Corruption,2.32918
2471,2012,Missouri,Corruption,3.48722
2472,2013,Missouri,Corruption,1.65449
2473,2014,Missouri,Corruption,3.13346
2474,2015,Missouri,Corruption,1.80812
2475,2005,Montana,Corruption,1.06371
2476,2006,Montana,Corruption,8.39726
2477,2007,Montana,Corruption,0.0
2478,2008,Montana,Corruption,8.26925
2479,2009,Montana,Corruption,7.17957
2480,2010,Montana,Corruption,10.0919
2481,2011,Montana,Corruption,5.00902
2482,2012,Montana,Corruption,1.98977
2483,2013,Montana,Corruption,4.92531
2484,2014,Montana,Corruption,26.378
2485,2015,Montana,Corruption,7.74482
2486,2005,Nebraska,Corruption,2.27079
2487,2006,Nebraska,Corruption,1.69234
2488,2007,Nebraska,Corruption,0.0
2489,2008,Nebraska,Corruption,4.48573
2490,2009,Nebraska,Corruption,1.1132
2491,2010,Nebraska,Corruption,2.18528
2492,2011,Nebraska,Corruption,1.0854
2493,2012,Nebraska,Corruption,1.61679
2494,2013,Nebraska,Corruption,1.60555
2495,2014,Nebraska,Corruption,2.12596
2496,2015,Nebraska,Corruption,1.58212
2497,2005,Nevada,Corruption,0.0
2498,2006,Nevada,Corruption,1.18922
2499,2007,Nevada,Corruption,1.53783
2500,2008,Nevada,Corruption,0.0
2501,2009,Nevada,Corruption,2.64842
2502,2010,Nevada,Corruption,1.47894
2503,2011,Nevada,Corruption,2.20319
2504,2012,Nevada,Corruption,2.17476
2505,2013,Nevada,Corruption,0.716811
2506,2014,Nevada,Corruption,2.11335
2507,2015,Nevada,Corruption,0.0
2508,2005,New Hampshire,Corruption,1.54025
2509,2006,New Hampshire,Corruption,0.0
2510,2007,New Hampshire,Corruption,0.0
2511,2008,New Hampshire,Corruption,3.03995
2512,2009,New Hampshire,Corruption,0.754959
2513,2010,New Hampshire,Corruption,0.75944
2514,2011,New Hampshire,Corruption,0.0
2515,2012,New Hampshire,Corruption,0.0
2516,2013,New Hampshire,Corruption,0.0
2517,2014,New Hampshire,Corruption,0.0
2518,2015,New Hampshire,Corruption,0.0
2519,2005,New Jersey,Corruption,4.50764
2520,2006,New Jersey,Corruption,5.4262
2521,2007,New Jersey,Corruption,7.1446
2522,2008,New Jersey,Corruption,5.64343
2523,2009,New Jersey,Corruption,5.05298
2524,2010,New Jersey,Corruption,5.33992
2525,2011,New Jersey,Corruption,3.17419
2526,2012,New Jersey,Corruption,3.04583
2527,2013,New Jersey,Corruption,3.37104
2528,2014,New Jersey,Corruption,3.69203
2529,2015,New Jersey,Corruption,2.56753
2530,2005,New Mexico,Corruption,1.55258
2531,2006,New Mexico,Corruption,3.05789
2532,2007,New Mexico,Corruption,1.50748
2533,2008,New Mexico,Corruption,3.02365
2534,2009,New Mexico,Corruption,4.47834
2535,2010,New Mexico,Corruption,3.3883
2536,2011,New Mexico,Corruption,1.92102
2537,2012,New Mexico,Corruption,1.91797
2538,2013,New Mexico,Corruption,0.959101
2539,2014,New Mexico,Corruption,4.79485
2540,2015,New Mexico,Corruption,5.7551
2541,2005,New York,Corruption,4.28588
2542,2006,New York,Corruption,2.66951
2543,2007,New York,Corruption,2.29978
2544,2008,New York,Corruption,2.46276
2545,2009,New York,Corruption,1.94458
2546,2010,New York,Corruption,1.90797
2547,2011,New York,Corruption,2.67144
2548,2012,New York,Corruption,2.91258
2549,2013,New York,Corruption,1.32308
2550,2014,New York,Corruption,2.07635
2551,2015,New York,Corruption,3.43507
2552,2005,North Carolina,Corruption,1.49332
2553,2006,North Carolina,Corruption,2.69141
2554,2007,North Carolina,Corruption,2.85149
2555,2008,North Carolina,Corruption,1.84334
2556,2009,North Carolina,Corruption,0.959398
2557,2010,North Carolina,Corruption,1.88254
2558,2011,North Carolina,Corruption,1.34626
2559,2012,North Carolina,Corruption,0.410169
2560,2013,North Carolina,Corruption,1.92931
2561,2014,North Carolina,Corruption,0.804508
2562,2015,North Carolina,Corruption,1.69275
2563,2005,North Dakota,Corruption,13.93
