,state,year,population,113 Cause Name,measure,value,Age-adjusted Death Rate
1157,Arkansas,2007,"2,848,650",Alzheimer's disease (G30),Alzheimer's disease,28.92598248293051,26.5
1158,Arkansas,2007,"2,848,650",Cerebrovascular diseases (I60-I69),Stroke,65.75044319238938,60.1
1159,Arkansas,2007,"2,848,650",Chronic lower respiratory diseases (J40-J47),CLRD,58.1327997472487,52.6
1160,Arkansas,2007,"2,848,650",Diabetes mellitus (E10-E14),Diabetes,29.417443350358944,26.8
1161,Arkansas,2007,"2,848,650","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,253.24276411633582,230.1
1162,Arkansas,2007,"2,848,650",Influenza and pneumonia (J09-J18),Influenza and pneumonia,25.76659119231917,23.5
1163,Arkansas,2007,"2,848,650","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,14.111947764730662,14.2
1164,Arkansas,2007,"2,848,650",Malignant neoplasms (C00-C97),Cancer,224.2465729380584,201.3
1165,Arkansas,2007,"2,848,650","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,23.379495550523934,21.5
1166,California,2007,"36,250,311","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,32.03834582274342,32.3
1167,California,2007,"36,250,311",All Causes,All causes,644.7392961676936,691.7
1168,California,2007,"36,250,311",Alzheimer's disease (G30),Alzheimer's disease,23.439798902690793,25.6
1169,California,2007,"36,250,311",Cerebrovascular diseases (I60-I69),Stroke,40.15689686082969,43.7
1170,California,2007,"36,250,311",Chronic lower respiratory diseases (J40-J47),CLRD,34.57073788966942,38.3
1171,California,2007,"36,250,311",Diabetes mellitus (E10-E14),Diabetes,20.4494797299808,22.2
1172,California,2007,"36,250,311","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,170.17785033623574,183.9
1173,California,2007,"36,250,311",Influenza and pneumonia (J09-J18),Influenza and pneumonia,18.057776111217365,19.7
1174,California,2007,"36,250,311","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,9.936466476108302,9.9
1175,California,2007,"36,250,311",Malignant neoplasms (C00-C97),Cancer,151.7531808209866,163.8
1176,California,2007,"36,250,311","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,7.820622559624385,8.5
1177,Colorado,2007,"4,803,868","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,42.79884459772833,44.8
1178,Colorado,2007,"4,803,868",All Causes,All causes,624.3510437838842,708
1179,Colorado,2007,"4,803,868",Alzheimer's disease (G30),Alzheimer's disease,23.08556355003926,28.3
1180,Colorado,2007,"4,803,868",Cerebrovascular diseases (I60-I69),Stroke,33.30649385037224,39.5
1181,Colorado,2007,"4,803,868",Chronic lower respiratory diseases (J40-J47),CLRD,41.674750430278266,49.4
1182,Colorado,2007,"4,803,868",Diabetes mellitus (E10-E14),Diabetes,14.779756646102683,16.8
1183,Colorado,2007,"4,803,868","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,127.10590715648307,147
1184,Colorado,2007,"4,803,868",Influenza and pneumonia (J09-J18),Influenza and pneumonia,12.32340272463773,14.5
1185,Colorado,2007,"4,803,868","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,16.88222907040743,16.6
1186,Colorado,2007,"4,803,868",Malignant neoplasms (C00-C97),Cancer,137.7431686299457,154.1
1187,Colorado,2007,"4,803,868","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,9.242552043478296,11
1188,Connecticut,2007,"3,527,270","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,38.074771707297714,35.4
1189,Connecticut,2007,"3,527,270",All Causes,All causes,812.2712466014793,680.5
1190,Connecticut,2007,"3,527,270",Alzheimer's disease (G30),Alzheimer's disease,21.659810561709197,16.6
1191,Connecticut,2007,"3,527,270",Cerebrovascular diseases (I60-I69),Stroke,41.476836193430046,33.4
1192,Connecticut,2007,"3,527,270",Chronic lower respiratory diseases (J40-J47),CLRD,38.35827708114207,32.3
1193,Connecticut,2007,"3,527,270",Diabetes mellitus (E10-E14),Diabetes,18.314447150345735,15.5
1194,Connecticut,2007,"3,527,270","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,206.6470669951549,167.4
1195,Connecticut,2007,"3,527,270",Influenza and pneumonia (J09-J18),Influenza and pneumonia,22.00001701032243,17.2
1196,Connecticut,2007,"3,527,270","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,7.682995631182189,7.3
1197,Connecticut,2007,"3,527,270",Malignant neoplasms (C00-C97),Cancer,193.5491187235454,167.2
1198,Connecticut,2007,"3,527,270","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,16.046404159590846,13.2
1199,Delaware,2007,"871,749","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,35.44598273126783,34.8
1200,Delaware,2007,"871,749",All Causes,All causes,840.4942248284771,786.1
1201,Delaware,2007,"871,749",Alzheimer's disease (G30),Alzheimer's disease,23.057095563057715,22.1
1202,Delaware,2007,"871,749",Cerebrovascular diseases (I60-I69),Stroke,42.90225741583873,40.4
1203,Delaware,2007,"871,749",Chronic lower respiratory diseases (J40-J47),CLRD,43.47581700695957,40.5
1204,Delaware,2007,"871,749",Diabetes mellitus (E10-E14),Diabetes,25.580757763989407,23.6
1205,Delaware,2007,"871,749","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,219.55861148105706,205.1
1206,Delaware,2007,"871,749",Influenza and pneumonia (J09-J18),Influenza and pneumonia,13.421294432227626,12.7
1207,Delaware,2007,"871,749","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,10.897632231295935,10.6
1208,Delaware,2007,"871,749",Malignant neoplasms (C00-C97),Cancer,212.56118446938282,193.5
1209,Delaware,2007,"871,749","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,18.69804267053934,17.4
1210,District of Columbia,2007,"574,404","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,33.600044567934766,33.7
1211,District of Columbia,2007,"574,404",All Causes,All causes,903.1970529453138,911.2
1212,District of Columbia,2007,"574,404",Alzheimer's disease (G30),Alzheimer's disease,24.3730893238905,24
1213,District of Columbia,2007,"574,404",Cerebrovascular diseases (I60-I69),Stroke,38.30056893754222,39
1214,District of Columbia,2007,"574,404",Chronic lower respiratory diseases (J40-J47),CLRD,22.45806087701339,23.5
1215,District of Columbia,2007,"574,404",Diabetes mellitus (E10-E14),Diabetes,26.462211265938258,26.6
1216,District of Columbia,2007,"574,404","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,249.650072074707,253.6
1217,District of Columbia,2007,"574,404",Influenza and pneumonia (J09-J18),Influenza and pneumonia,14.275666603993008,14.3
1218,District of Columbia,2007,"574,404","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,6.267365826143272,6
1219,District of Columbia,2007,"574,404",Malignant neoplasms (C00-C97),Cancer,203.5152958544857,208.2
1220,District of Columbia,2007,"574,404","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,11.664264176433312,11.9
1221,Florida,2007,"18,367,842","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,49.613884962642864,46.9
1222,Florida,2007,"18,367,842",All Causes,All causes,915.1646665950198,723.3
1223,Florida,2007,"18,367,842",Alzheimer's disease (G30),Alzheimer's disease,25.283318530287882,18.7
1224,Florida,2007,"18,367,842",Cerebrovascular diseases (I60-I69),Stroke,47.806378125421595,36.5
1225,Florida,2007,"18,367,842",Chronic lower respiratory diseases (J40-J47),CLRD,50.94229360204645,38.6
1226,Florida,2007,"18,367,842",Diabetes mellitus (E10-E14),Diabetes,27.820361259640627,21.7
1227,Florida,2007,"18,367,842","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,230.0433551203239,175.8
1228,Florida,2007,"18,367,842",Influenza and pneumonia (J09-J18),Influenza and pneumonia,12.22789263975594,9.4
1229,Florida,2007,"18,367,842","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,14.084398156299473,13.2
1230,Florida,2007,"18,367,842",Malignant neoplasms (C00-C97),Cancer,218.25100629676584,169.8
1231,Florida,2007,"18,367,842","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,15.913682184330638,12.2
1232,Georgia,2007,"9,349,988","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,42.90914597965259,45.4
1233,Georgia,2007,"9,349,988",All Causes,All causes,730.813772167408,872
1234,Georgia,2007,"9,349,988",Alzheimer's disease (G30),Alzheimer's disease,19.775426449745176,27.2
1235,Georgia,2007,"9,349,988",Cerebrovascular diseases (I60-I69),Stroke,41.647112274368695,52
1236,Georgia,2007,"9,349,988",Chronic lower respiratory diseases (J40-J47),CLRD,36.19255981932811,45.1
1237,Georgia,2007,"9,349,988",Diabetes mellitus (E10-E14),Diabetes,17.155102231147247,20
1238,Georgia,2007,"9,349,988","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,173.09113123995454,212
1239,Georgia,2007,"9,349,988",Influenza and pneumonia (J09-J18),Influenza and pneumonia,15.048147655376669,19.4
1240,Georgia,2007,"9,349,988","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,10.663115289559729,10.9
1241,Georgia,2007,"9,349,988",Malignant neoplasms (C00-C97),Cancer,160.24619496837857,185.5
1242,Georgia,2007,"9,349,988","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,18.064194306987346,22.3
1243,Hawaii,2007,"1,315,675","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,35.7231079103882,33.4
1244,Hawaii,2007,"1,315,675",All Causes,All causes,721.6827864024169,631
1245,Hawaii,2007,"1,315,675",Alzheimer's disease (G30),Alzheimer's disease,18.77363330609763,15.7
1246,Hawaii,2007,"1,315,675",Cerebrovascular diseases (I60-I69),Stroke,48.872251885914075,41.9
1247,Hawaii,2007,"1,315,675",Chronic lower respiratory diseases (J40-J47),CLRD,22.72597716001292,19.9
1248,Hawaii,2007,"1,315,675",Diabetes mellitus (E10-E14),Diabetes,22.117924259410568,19
1249,Hawaii,2007,"1,315,675","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,169.26672620517985,146.7
1250,Hawaii,2007,"1,315,675",Influenza and pneumonia (J09-J18),Influenza and pneumonia,15.125315902483516,12.7
1251,Hawaii,2007,"1,315,675","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,10.108879472514108,9.5
1252,Hawaii,2007,"1,315,675",Malignant neoplasms (C00-C97),Cancer,168.27864024170103,148
1253,Hawaii,2007,"1,315,675","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,13.377163813251752,11.7
1254,Idaho,2007,"1,505,105","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,42.588390843163765,43.4
1255,Idaho,2007,"1,505,105",All Causes,All causes,719.0196032834918,747
1256,Idaho,2007,"1,505,105",Alzheimer's disease (G30),Alzheimer's disease,27.63926769228725,29.4
1257,Idaho,2007,"1,505,105",Cerebrovascular diseases (I60-I69),Stroke,42.521950295826535,44.6
1258,Idaho,2007,"1,505,105",Chronic lower respiratory diseases (J40-J47),CLRD,44.24940452659449,47.1
1259,Idaho,2007,"1,505,105",Diabetes mellitus (E10-E14),Diabetes,21.99182116862279,22.9
1260,Idaho,2007,"1,505,105","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,161.64985167147807,167.9
1261,Idaho,2007,"1,505,105",Influenza and pneumonia (J09-J18),Influenza and pneumonia,15.148444792888204,15.7
1262,Idaho,2007,"1,505,105","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,14.816242056202059,15
1263,Idaho,2007,"1,505,105",Malignant neoplasms (C00-C97),Cancer,159.78951634603567,166.3
1264,Idaho,2007,"1,505,105","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,8.903033343188682,9.4
1265,Illinois,2007,"12,695,866","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,34.397023409037246,33.9
1266,Illinois,2007,"12,695,866",All Causes,All causes,791.6198863472567,770.3
1267,Illinois,2007,"12,695,866",Alzheimer's disease (G30),Alzheimer's disease,21.534568811611592,20.5
1268,Illinois,2007,"12,695,866",Cerebrovascular diseases (I60-I69),Stroke,46.18826317164974,44.7
1269,Illinois,2007,"12,695,866",Chronic lower respiratory diseases (J40-J47),CLRD,37.35074078444117,37
1270,Illinois,2007,"12,695,866",Diabetes mellitus (E10-E14),Diabetes,22.456128632737617,22
1271,Illinois,2007,"12,695,866","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,203.3181509634711,196
1272,Illinois,2007,"12,695,866",Influenza and pneumonia (J09-J18),Influenza and pneumonia,20.085278152746728,19.3
1273,Illinois,2007,"12,695,866","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,8.727250271860148,8.6
1274,Illinois,2007,"12,695,866",Malignant neoplasms (C00-C97),Cancer,189.9437186876421,186.6
1275,Illinois,2007,"12,695,866","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,19.975006037398316,19.5
1276,Indiana,2007,"6,379,599","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,39.171741045166,38.8
1277,Indiana,2007,"6,379,599",All Causes,All causes,846.4481858499256,817.1
1278,Indiana,2007,"6,379,599",Alzheimer's disease (G30),Alzheimer's disease,26.067469130896782,25.1
1279,Indiana,2007,"6,379,599",Cerebrovascular diseases (I60-I69),Stroke,48.325921425468906,46.6
1280,Indiana,2007,"6,379,599",Chronic lower respiratory diseases (J40-J47),CLRD,50.58311658773537,49.3
1281,Indiana,2007,"6,379,599",Diabetes mellitus (E10-E14),Diabetes,24.515647456838586,23.5
1282,Indiana,2007,"6,379,599","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,214.46489034812376,205.9
1283,Indiana,2007,"6,379,599",Influenza and pneumonia (J09-J18),Influenza and pneumonia,17.211113112281822,16.5
1284,Indiana,2007,"6,379,599","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,12.38322345965632,12.3
1285,Indiana,2007,"6,379,599",Malignant neoplasms (C00-C97),Cancer,200.29472071833982,192.6
1286,Indiana,2007,"6,379,599","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,20.26773156118433,19.6
1287,Iowa,2007,"2,999,212","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,41.74429816898572,37.5
1288,Iowa,2007,"2,999,212",All Causes,All causes,907.6050642635465,724.2
1289,Iowa,2007,"2,999,212",Alzheimer's disease (G30),Alzheimer's disease,40.07719360952144,28.7
1290,Iowa,2007,"2,999,212",Cerebrovascular diseases (I60-I69),Stroke,56.21476574513572,42.8
1291,Iowa,2007,"2,999,212",Chronic lower respiratory diseases (J40-J47),CLRD,55.34787137421429,44.6
1292,Iowa,2007,"2,999,212",Diabetes mellitus (E10-E14),Diabetes,25.573383942182147,20.6
1293,Iowa,2007,"2,999,212","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,229.39358738228574,177.2
1294,Iowa,2007,"2,999,212",Influenza and pneumonia (J09-J18),Influenza and pneumonia,24.973226300775003,18.5
1295,Iowa,2007,"2,999,212","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,10.736153362950002,10.7
1296,Iowa,2007,"2,999,212",Malignant neoplasms (C00-C97),Cancer,212.58917342288575,176.8
1297,Iowa,2007,"2,999,212","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,9.069048803485716,6.9
1298,Kansas,2007,"2,783,785","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,43.28638885546118,41.4
1299,Kansas,2007,"2,783,785",All Causes,All causes,879.7734020407466,787.8
1300,Kansas,2007,"2,783,785",Alzheimer's disease (G30),Alzheimer's disease,30.89319038647022,25.8
1301,Kansas,2007,"2,783,785",Cerebrovascular diseases (I60-I69),Stroke,53.811626975502776,46.7
1302,Kansas,2007,"2,783,785",Chronic lower respiratory diseases (J40-J47),CLRD,53.021336058639584,48.6
1303,Kansas,2007,"2,783,785",Diabetes mellitus (E10-E14),Diabetes,25.21746471081639,22.8
1304,Kansas,2007,"2,783,785","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,206.51738550211314,180.8
1305,Kansas,2007,"2,783,785",Influenza and pneumonia (J09-J18),Influenza and pneumonia,23.88833907791011,20.3
1306,Kansas,2007,"2,783,785","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,13.722324101897238,13.7
1307,Kansas,2007,"2,783,785",Malignant neoplasms (C00-C97),Cancer,194.19603166192792,179.2
1308,Kansas,2007,"2,783,785","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,19.900962179191282,17.6
1309,Kentucky,2007,"4,256,672","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,55.72428413558762,55.6
1310,Kentucky,2007,"4,256,672",All Causes,All causes,941.815577991445,915.3
1311,Kentucky,2007,"4,256,672",Alzheimer's disease (G30),Alzheimer's disease,28.14405244284737,28.7
1312,Kentucky,2007,"4,256,672",Cerebrovascular diseases (I60-I69),Stroke,50.36798700956992,49.8
1313,Kentucky,2007,"4,256,672",Chronic lower respiratory diseases (J40-J47),CLRD,61.76186466798476,59.9
1314,Kentucky,2007,"4,256,672",Diabetes mellitus (E10-E14),Diabetes,25.630351598619768,24.4
1315,Kentucky,2007,"4,256,672","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,232.9519399192609,227
1316,Kentucky,2007,"4,256,672",Influenza and pneumonia (J09-J18),Influenza and pneumonia,21.072800535253833,21
1317,Kentucky,2007,"4,256,672","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,15.246652784146866,15.1
1318,Kentucky,2007,"4,256,672",Malignant neoplasms (C00-C97),Cancer,227.68961291826105,214.7
1319,Kentucky,2007,"4,256,672","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,23.3515760669368,23
1320,Louisiana,2007,"4,375,581","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,56.35822991278187,56.8
1321,Louisiana,2007,"4,375,581",All Causes,All causes,913.3872735986376,937.5
1322,Louisiana,2007,"4,375,581",Alzheimer's disease (G30),Alzheimer's disease,30.258838769068614,33.3
1323,Louisiana,2007,"4,375,581",Cerebrovascular diseases (I60-I69),Stroke,49.067769514494195,51.3
1324,Louisiana,2007,"4,375,581",Chronic lower respiratory diseases (J40-J47),CLRD,38.50917169628445,40
1325,Louisiana,2007,"4,375,581",Diabetes mellitus (E10-E14),Diabetes,32.841352954041994,33.5
1326,Louisiana,2007,"4,375,581","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,227.3298106011522,234.9
1327,Louisiana,2007,"4,375,581",Influenza and pneumonia (J09-J18),Influenza and pneumonia,19.883073813511853,21.1
1328,Louisiana,2007,"4,375,581","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,11.929844288107113,12
1329,Louisiana,2007,"4,375,581",Malignant neoplasms (C00-C97),Cancer,199.65348601705696,199.3
1330,Louisiana,2007,"4,375,581","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,26.32793222202949,27.4
1331,Maine,2007,"1,327,040","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,44.00771642150952,41.6
1332,Maine,2007,"1,327,040",All Causes,All causes,941.4184952978056,771.6
1333,Maine,2007,"1,327,040",Alzheimer's disease (G30),Alzheimer's disease,35.41716903785869,28.1
1334,Maine,2007,"1,327,040",Cerebrovascular diseases (I60-I69),Stroke,50.0361707258259,40.4
1335,Maine,2007,"1,327,040",Chronic lower respiratory diseases (J40-J47),CLRD,54.858934169278996,44.5
1336,Maine,2007,"1,327,040",Diabetes mellitus (E10-E14),Diabetes,26.751265975403907,21.8
1337,Maine,2007,"1,327,040","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,214.9143959488787,173
1338,Maine,2007,"1,327,040",Influenza and pneumonia (J09-J18),Influenza and pneumonia,17.7839401977333,14.2
1339,Maine,2007,"1,327,040","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,14.392934651555342,13.6
1340,Maine,2007,"1,327,040",Malignant neoplasms (C00-C97),Cancer,234.5068724379069,189.9
1341,Maine,2007,"1,327,040","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,20.270677598263806,16.5
1342,Maryland,2007,"5,653,408","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,26.17889952396855,26.2
1343,Maryland,2007,"5,653,408",All Causes,All causes,773.9933151826297,784
1344,Maryland,2007,"5,653,408",Alzheimer's disease (G30),Alzheimer's disease,15.583520595011008,16.2
1345,Maryland,2007,"5,653,408",Cerebrovascular diseases (I60-I69),Stroke,41.81548545585247,42.9
1346,Maryland,2007,"5,653,408",Chronic lower respiratory diseases (J40-J47),CLRD,33.62573513180014,35.2
1347,Maryland,2007,"5,653,408",Diabetes mellitus (E10-E14),Diabetes,23.0126677572183,23.4
1348,Maryland,2007,"5,653,408","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,200.12707379336499,203
1349,Maryland,2007,"5,653,408",Influenza and pneumonia (J09-J18),Influenza and pneumonia,17.582314950557254,18
1350,Maryland,2007,"5,653,408","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,9.162614833388993,9
1351,Maryland,2007,"5,653,408",Malignant neoplasms (C00-C97),Cancer,180.050688009781,180.5
1352,Maryland,2007,"5,653,408","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,12.930253751365548,13.2
1353,Massachusetts,2007,"6,431,559","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,33.25787728916115,31
1354,Massachusetts,2007,"6,431,559",All Causes,All causes,822.770964240552,709.8
1355,Massachusetts,2007,"6,431,559",Alzheimer's disease (G30),Alzheimer's disease,26.35441888972798,21.1
1356,Massachusetts,2007,"6,431,559",Cerebrovascular diseases (I60-I69),Stroke,44.03286979097914,36.7
1357,Massachusetts,2007,"6,431,559",Chronic lower respiratory diseases (J40-J47),CLRD,36.25870492675259,31.6
1358,Massachusetts,2007,"6,431,559",Diabetes mellitus (E10-E14),Diabetes,19.000058928169672,16.6
1359,Massachusetts,2007,"6,431,559","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,197.6192708486387,166.4
1360,Massachusetts,2007,"6,431,559",Influenza and pneumonia (J09-J18),Influenza and pneumonia,23.913331122360844,19.7
1361,Massachusetts,2007,"6,431,559","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,8.022938139881791,7.7
1362,Massachusetts,2007,"6,431,559",Malignant neoplasms (C00-C97),Cancer,202.17493145907548,179.5
1363,Massachusetts,2007,"6,431,559","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,21.16127676042465,18
1364,Michigan,2007,"10,001,284","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,37.63516764447445,36.5
1365,Michigan,2007,"10,001,284",All Causes,All causes,867.0986645314741,808.1
1366,Michigan,2007,"10,001,284",Alzheimer's disease (G30),Alzheimer's disease,24.316877712901665,22.4
1367,Michigan,2007,"10,001,284",Cerebrovascular diseases (I60-I69),Stroke,47.97384015892359,44.5
1368,Michigan,2007,"10,001,284",Chronic lower respiratory diseases (J40-J47),CLRD,46.23406354624066,43.4
1369,Michigan,2007,"10,001,284",Diabetes mellitus (E10-E14),Diabetes,28.25637188185037,26.3
1370,Michigan,2007,"10,001,284","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,241.45899666482825,222.5
1371,Michigan,2007,"10,001,284",Influenza and pneumonia (J09-J18),Influenza and pneumonia,16.36789836185034,15.1
1372,Michigan,2007,"10,001,284","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,11.308547982439055,11.1
1373,Michigan,2007,"10,001,284",Malignant neoplasms (C00-C97),Cancer,200.84421160323015,186.4
1374,Michigan,2007,"10,001,284","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,16.097933025399538,15
1375,Minnesota,2007,"5,207,203",All Causes,All causes,713.2043824679007,663.1
1376,Minnesota,2007,"5,207,203","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,39.67581060312033,37.5
1377,Minnesota,2007,"5,207,203",Alzheimer's disease (G30),Alzheimer's disease,22.64171379529471,19.9
1378,Minnesota,2007,"5,207,203",Cerebrovascular diseases (I60-I69),Stroke,42.11473990931408,38.4
1379,Minnesota,2007,"5,207,203",Chronic lower respiratory diseases (J40-J47),CLRD,33.76092693140636,32.5
1380,Minnesota,2007,"5,207,203",Diabetes mellitus (E10-E14),Diabetes,20.817317857590727,19.6
1381,Minnesota,2007,"5,207,203","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,143.58956238118623,130.7
1382,Minnesota,2007,"5,207,203",Influenza and pneumonia (J09-J18),Influenza and pneumonia,11.580113162478975,10.4
1383,Minnesota,2007,"5,207,203","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,10.984783961754516,10.8
1384,Minnesota,2007,"5,207,203",Malignant neoplasms (C00-C97),Cancer,176.21744341443957,168.7
1385,Minnesota,2007,"5,207,203","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,14.979250856937977,13.8
1386,Mississippi,2007,"2,928,350",All Causes,All causes,964.877832226339,973.3
1387,Mississippi,2007,"2,928,350","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,61.74125360698004,62.2
1388,Mississippi,2007,"2,928,350",Alzheimer's disease (G30),Alzheimer's disease,27.216691993784895,28.9
1389,Mississippi,2007,"2,928,350",Cerebrovascular diseases (I60-I69),Stroke,54.262639370293854,55.7
1390,Mississippi,2007,"2,928,350",Chronic lower respiratory diseases (J40-J47),CLRD,48.08168422490481,48.7
1391,Mississippi,2007,"2,928,350",Diabetes mellitus (E10-E14),Diabetes,22.333395939693002,22.1
1392,Mississippi,2007,"2,928,350","Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,274.45489780934656,278.5
1393,Mississippi,2007,"2,928,350",Influenza and pneumonia (J09-J18),Influenza and pneumonia,18.918503594174194,19.7
1394,Mississippi,2007,"2,928,350","Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,13.522973688254478,13.6
1395,Mississippi,2007,"2,928,350",Malignant neoplasms (C00-C97),Cancer,204.96183857803882,201.8
1396,Mississippi,2007,"2,928,350","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,23.801799648266087,24.3
1397,Missouri,2007,"5,887,612",All Causes,All causes,919.9994836616272,837.7
1398,Missouri,2007,"5,887,612","Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,50.52982431586864,48.8
