year,state,measure,cvotes,tVotes,totvotes,value,swing,color
2004,Arizona,Third Party Vote %,146328,2150748,1700300,8.606010704,-57.71116862,#E71212
2004,Arkansas,Democrat Vote %,426381,791241,1700300,25.07680997,25.07680997,#D1AA08
2004,Arkansas,Republican Vote %,357840,791240,6588558,5.431233967,5.324685614,#334ADC
2004,Arkansas,Third Party Vote %,7020,547296,6588558,0.106548352,-5.324685614,#E71212
2004,California,Democrat Vote %,6223698,11195432,6588558,94.46221768,94.46221768,#D1AA08
2004,California,Republican Vote %,5030821,11178442,6395338,78.66387984,72.89039297,#334ADC
2004,California,Third Party Vote %,369234,10623042,6395338,5.773486874,-72.89039297,#E71212
2004,Colorado,Democrat Vote %,995283,2039011,6395338,15.56263328,15.56263328,#D1AA08
2004,Colorado,Republican Vote %,991835,2039011,1820705,54.47532687,52.10684872,#334ADC
2004,Colorado,Third Party Vote %,43123,2093106,1820705,2.368478144,-52.10684872,#E71212
2004,Connecticut,Democrat Vote %,785747,1428738,1820705,43.15619499,43.15619499,#D1AA08
2004,Connecticut,Republican Vote %,629934,1428738,748707,84.1362509,82.39231101,#334ADC
2004,Connecticut,Third Party Vote %,13057,1437782,748707,1.743939886,-82.39231101,#E71212
2004,Delaware,Democrat Vote %,105716,356045,748707,14.11980922,14.11980922,#D1AA08
2004,Delaware,Republican Vote %,245978,356045,2462655,9.988325608,9.811646374,#334ADC
2004,Delaware,Third Party Vote %,4351,712090,2462655,0.176679234,-9.811646374,#E71212
2004,Florida,Democrat Vote %,2212326,4884648,2462655,89.83499516,89.83499516,#D1AA08
2004,Florida,Republican Vote %,3319299,5050436,4556042,72.8548815,70.75055498,#334ADC
2004,Florida,Third Party Vote %,95874,3176170,4556042,2.104326519,-70.75055498,#E71212
2004,Georgia,Democrat Vote %,1140869,2026679,4556042,25.04079199,25.04079199,#D1AA08
2004,Georgia,Republican Vote %,1819817,2588333,2081778,87.41647765,87.41277888,#334ADC
2004,Georgia,Third Party Vote %,77,267619,2081778,0.003698761,-87.41277888,#E71212
2004,Hawaii,Democrat Vote %,261884,416570,2081778,12.57982359,12.57982359,#D1AA08
2004,Hawaii,Republican Vote %,148443,416570,325746,45.57016817,43.65364425,#334ADC
2004,Hawaii,Third Party Vote %,6243,204181,325746,1.916523917,-43.65364425,#E71212
2004,Idaho,Democrat Vote %,171060,572426,325746,52.51330791,52.51330791,#D1AA08
2004,Idaho,Republican Vote %,401366,572426,5348315,7.504531801,-42.51632524,#334ADC
2004,Illinois,Democrat Vote %,2675273,4988665,5348315,50.02085704,42.51632524,#E71212
2004,Illinois,Republican Vote %,2271676,4754140,5348315,42.47461116,42.47461116,#D1AA08
2004,Illinois,Third Party Vote %,41716,1766611,2422497,1.722024836,-39.51980126,#334ADC
2004,Indiana,Democrat Vote %,999082,2416251,2422497,41.2418261,39.51980126,#E71212
2004,Indiana,Republican Vote %,1381699,2416251,2422497,57.03614906,57.03614906,#D1AA08
2004,Indiana,Third Party Vote %,35470,1907366,1482743,2.392187992,-39.73379068,#334ADC
2004,Iowa,Democrat Vote %,624620,1458161,1482743,42.12597868,39.73379068,#E71212
2004,Iowa,Republican Vote %,822653,1458161,1482743,55.48183333,55.48183333,#D1AA08
2004,Iowa,Third Party Vote %,9132,2048096,1119896,0.815432862,-33.73866859,#334ADC
2004,Kansas,Democrat Vote %,386970,892090,1119896,34.55410145,33.73866859,#E71212
2004,Kansas,Republican Vote %,723794,1156383,1119896,64.63046569,64.63046569,#D1AA08
2004,Kansas,Third Party Vote %,45619,1492122,1665083,2.739743304,-33.41971541,#334ADC
2004,Kentucky,Democrat Vote %,602085,1457664,1665083,36.15945872,33.41971541,#E71212
2004,Kentucky,Republican Vote %,1017379,1635243,1665083,61.10079798,61.10079798,#D1AA08
2004,Kentucky,Third Party Vote %,15779,1812056,1274395,1.238156145,-36.28411913,#334ADC
2004,Louisiana,Democrat Vote %,478182,2384175,1274395,37.52227528,36.28411913,#E71212
2004,Louisiana,Republican Vote %,780434,1784570,1274395,61.23956858,61.23956858,#D1AA08
2004,Maine,Democrat Vote %,418380,710176,710176,58.91215699,19.03331005,#334ADC
2004,Maine,Republican Vote %,283210,710176,710176,39.87884693,-19.03331005,#E71212
2004,Maine,Third Party Vote %,8586,343436,710176,1.20899608,1.20899608,#D1AA08
2004,Maryland,Democrat Vote %,1310870,2540717,2253514,58.17004021,18.39961944,#334ADC
2004,Maryland,Republican Vote %,896232,2253520,2253514,39.77042077,-18.39961944,#E71212
2004,Maryland,Third Party Vote %,46412,1941431,2253514,2.059539013,2.059539013,#D1AA08
2004,Massachusetts,Democrat Vote %,2059984,2927455,2927455,70.36774263,55.50025534,#334ADC
2004,Massachusetts,Republican Vote %,435239,1530967,2927455,14.86748729,-55.50025534,#E71212
2004,Massachusetts,Third Party Vote %,432232,6446880,2927455,14.76477008,14.76477008,#D1AA08
2004,Michigan,Democrat Vote %,2242435,4631329,4629511,48.43783717,-0.997059949,#334ADC
2004,Michigan,Republican Vote %,2288594,4631329,4629511,49.43489712,0.997059949,#E71212
2004,Michigan,Third Party Vote %,98482,9646893,4629511,2.127265709,2.127265709,#D1AA08
2004,Minnesota,Democrat Vote %,1399624,2721681,2721681,51.42498331,6.008419062,#334ADC
2004,Minnesota,Republican Vote %,1236094,2721681,2721681,45.41656425,-6.008419062,#E71212
2004,Minnesota,Third Party Vote %,85963,4392989,2721681,3.158452442,3.158452442,#D1AA08
2004,Mississippi,Democrat Vote %,334605,545251,1116203,29.97707406,-29.02554464,#334ADC
2004,Mississippi,Republican Vote %,658589,1116203,1116203,59.0026187,29.02554464,#E71212
2004,Mississippi,Third Party Vote %,123009,1409571,1116203,11.02030724,11.02030724,#D1AA08
2004,Missouri,Democrat Vote %,1192674,2667023,2667023,44.71929938,-8.889799601,#334ADC
2004,Missouri,Republican Vote %,1429767,2667023,2667023,53.60909898,8.889799601,#E71212
2004,Missouri,Third Party Vote %,44582,5304107,2667023,1.671601632,1.671601632,#D1AA08
2004,Montana,Democrat Vote %,145606,444230,444230,32.77716498,-31.62100714,#334ADC
2004,Montana,Republican Vote %,286076,444230,444230,64.39817212,31.62100714,#E71212
2004,Montana,Third Party Vote %,12548,444230,444230,2.8246629,2.8246629,#D1AA08
2004,Nebraska,Democrat Vote %,230697,764972,764972,30.15757439,-37.18018437,#334ADC
2004,Nebraska,Republican Vote %,515115,764972,764972,67.33775877,37.18018437,#E71212
2004,Nebraska,Third Party Vote %,19160,1264872,764972,2.504666837,2.504666837,#D1AA08
2004,Nevada,Democrat Vote %,333912,791433,791433,42.19081085,-10.9673213,#334ADC
2004,Nevada,Republican Vote %,420711,791433,791433,53.15813215,10.9673213,#E71212
2004,Nevada,Third Party Vote %,36810,1380430,791433,4.651057007,4.651057007,#D1AA08
2004,New Hampshire,Democrat Vote %,243506,651566,651566,37.37242275,-23.40791263,#334ADC
2004,New Hampshire,Republican Vote %,396024,651566,651566,60.78033538,23.40791263,#E71212
2004,New Hampshire,Third Party Vote %,12036,979760,651566,1.847241876,1.847241876,#D1AA08
2004,New Jersey,Democrat Vote %,1721392,3284595,3284595,52.40804422,6.29021234,#334ADC
2004,New Jersey,Republican Vote %,1514784,3123882,3284595,46.11783188,-6.29021234,#E71212
2004,New Jersey,Third Party Vote %,48419,6566213,3284595,1.474123903,1.474123903,#D1AA08
2004,New Mexico,Democrat Vote %,384900,742899,742899,51.81054221,3.647198341,#334ADC
2004,New Mexico,Republican Vote %,357805,742899,742899,48.16334387,-3.647198341,#E71212
2004,New Mexico,Third Party Vote %,194,270905,742899,0.026113913,0.026113913,#D1AA08
2004,New York,Democrat Vote %,3457124,7131923,7447803,46.41803764,16.7543771,#334ADC
2004,New York,Republican Vote %,2209291,7060819,7447803,29.66366055,-16.7543771,#E71212
2004,New York,Third Party Vote %,1781388,26742630,7447803,23.91830181,23.91830181,#D1AA08
2004,North Carolina,Democrat Vote %,1669864,3413071,3413071,48.92555707,-2.146659123,#334ADC
2004,North Carolina,Republican Vote %,1743131,3413071,3413071,51.07221619,2.146659123,#E71212
2004,North Carolina,Third Party Vote %,76,339234,3413071,0.002226734,0.002226734,#D1AA08
2004,North Dakota,Democrat Vote %,185130,310814,2825427,6.552283956,2.103965171,#334ADC
2004,North Dakota,Republican Vote %,125684,310814,2825427,4.448318785,-2.103965171,#E71212
2004,Ohio,Democrat Vote %,2514613,5183506,2825427,88.99939726,88.99939726,#D1AA08
2004,Ohio,Republican Vote %,2650122,4737148,3039519,87.18886113,87.17675395,#334ADC
2004,Ohio,Third Party Vote %,368,834896,3039519,0.012107179,-87.17675395,#E71212
2004,Oklahoma,Democrat Vote %,389029,856625,3039519,12.79903169,12.79903169,#D1AA08
2004,Oklahoma,Republican Vote %,875033,1374610,1937269,45.16837878,39.46199521,#334ADC
2004,Oklahoma,Third Party Vote %,110548,828919,1937269,5.706383574,-39.46199521,#E71212
2004,Oregon,Democrat Vote %,951688,1772306,1937269,49.12523764,49.12523764,#D1AA08
2004,Oregon,Republican Vote %,761545,1772306,3298857,23.08511706,21.29440591,#334ADC
2004,Oregon,Third Party Vote %,59073,4962580,3298857,1.790711146,-21.29440591,#E71212
2004,Pennsylvania,Democrat Vote %,2478239,4480178,3298857,75.1241718,75.1241718,#D1AA08
2004,Pennsylvania,Republican Vote %,2565077,4545240,2952211,86.88664191,83.23449781,#334ADC
2004,Pennsylvania,Third Party Vote %,107819,4687555,2952211,3.652144105,-83.23449781,#E71212
2004,Rhode Island,Democrat Vote %,279315,402175,2952211,9.461213985,9.461213985,#D1AA08
2004,Rhode Island,Republican Vote %,112958,402175,609339,18.53779259,16.912753,#334ADC
2004,Rhode Island,Third Party Vote %,9902,816505,609339,1.625039592,-16.912753,#E71212
2004,South Carolina,Democrat Vote %,486479,1034811,609339,79.83716782,79.83716782,#D1AA08
2004,South Carolina,Republican Vote %,913168,1439118,1160476,78.68908965,75.28781293,#334ADC
2004,South Carolina,Third Party Vote %,39471,2443719,1160476,3.401276717,-75.28781293,#E71212
2004,South Dakota,Democrat Vote %,207837,389468,1160476,17.90963363,17.90963363,#D1AA08
2004,South Dakota,Republican Vote %,178823,389468,1213590,14.73504231,14.50366269,#334ADC
2004,South Dakota,Third Party Vote %,2808,389468,1213590,0.231379626,-14.50366269,#E71212
2004,Tennessee,Democrat Vote %,1031959,1986334,1213590,85.03357806,85.03357806,#D1AA08
2004,Tennessee,Republican Vote %,1160821,2218738,3900747,29.75894104,29.09347876,#334ADC
2004,Tennessee,Third Party Vote %,25958,2993808,3900747,0.665462282,-29.09347876,#E71212
2004,Texas,Democrat Vote %,2713968,6137699,3900747,69.57559667,69.57559667,#D1AA08
2004,Texas,Republican Vote %,4022321,6720145,4606263,87.32286889,82.49652701,#334ADC
2004,Texas,Third Party Vote %,222314,7705467,4606263,4.826341874,-82.49652701,#E71212
2004,Utah,Democrat Vote %,361628,908857,4606263,7.850789241,7.850789241,#D1AA08
2004,Utah,Republican Vote %,520403,908857,568913,91.47321295,86.75790499,#334ADC
2004,Utah,Third Party Vote %,26826,2432610,568913,4.715307964,-86.75790499,#E71212
2004,Vermont,Democrat Vote %,21684,305008,568913,3.811479084,3.811479084,#D1AA08
2004,Vermont,Republican Vote %,74271,305008,1306511,5.684682333,-10.31617797,#334ADC
2004,Vermont,Third Party Vote %,209053,915024,1306511,16.00086031,10.31617797,#E71212
2004,Virginia,Democrat Vote %,1023187,2198167,1306511,78.31445736,78.31445736,#D1AA08
2004,Virginia,Republican Vote %,1817422,3004007,3589571,50.63061853,46.07859825,#334ADC
2004,Virginia,Third Party Vote %,163398,4446298,3589571,4.552020283,-46.07859825,#E71212
2004,Washington,Democrat Vote %,1608751,2729995,3589571,44.81736118,44.81736118,#D1AA08
2004,Washington,Republican Vote %,1095493,2729995,1536640,71.29145408,69.61565494,#334ADC
2004,Washington,Third Party Vote %,25751,1237621,1536640,1.675799146,-69.61565494,#E71212
2004,West Virginia,Democrat Vote %,415396,721656,1536640,27.03274677,27.03274677,#D1AA08
2004,West Virginia,Republican Vote %,303042,721656,1674797,18.09425262,17.90210993,#334ADC
2004,West Virginia,Third Party Vote %,3218,257025,1674797,0.19214269,-17.90210993,#E71212
2004,Wisconsin,Democrat Vote %,1368537,2820613,1674797,81.71360469,81.71360469,#D1AA08
2004,Wisconsin,Republican Vote %,1380819,2538861,1552065,88.96657034,84.37546108,#334ADC
2004,Wisconsin,Third Party Vote %,71257,5774781,1552065,4.591109264,-84.37546108,#E71212
2004,Wyoming,Democrat Vote %,99989,239163,1552065,6.442320393,6.442320393,#D1AA08
2004,Wyoming,Republican Vote %,132107,239163,641220,20.60244534,19.5003275,#334ADC
2004,Wyoming,Third Party Vote %,7067,717489,641220,1.102117838,-19.5003275,#E71212
2006,Alabama,Democrat Vote %,502046,973852,641220,78.29543682,78.29543682,#D1AA08
2006,Alabama,Republican Vote %,627501,859433,731985,85.72593701,84.27713683,#334ADC
2006,Alabama,Third Party Vote %,10605,1305453,731985,1.44880018,-84.27713683,#E71212
2006,Alaska,Democrat Vote %,93879,234645,731985,12.82526281,12.82526281,#D1AA08
2006,Alaska,Republican Vote %,132743,234645,768025,17.28368217,16.23905472,#334ADC
2006,Alaska,Third Party Vote %,8023,938580,768025,1.044627454,-16.23905472,#E71212
2006,Arizona,Democrat Vote %,627259,1289664,768025,81.67169037,81.67169037,#D1AA08
2006,Arizona,Republican Vote %,771246,1493150,1322460,58.31904179,51.16230359,#334ADC
2006,Arizona,Third Party Vote %,94645,2231150,1322460,7.1567382,-51.16230359,#E71212
2006,Arkansas,Democrat Vote %,456569,763011,1322460,34.52422001,34.52422001,#D1AA08
2006,Arkansas,Republican Vote %,306442,763011,8341004,3.673922228,-52.91595592,#334ADC
2006,California,Democrat Vote %,4720164,8166063,8341004,56.58987815,52.91595592,#E71212
2006,California,Republican Vote %,3314398,7627356,8341004,39.73619962,39.73619962,#D1AA08
2006,California,Third Party Vote %,261221,8549148,1717901,15.20582385,-33.27706311,#334ADC
2006,Colorado,Democrat Vote %,832888,1538906,1717901,48.48288696,33.27706311,#E71212
2006,Colorado,Republican Vote %,623792,1583391,1717901,36.31128918,36.31128918,#D1AA08
2006,Colorado,Third Party Vote %,82226,3053268,1150774,7.145277874,-49.2213936,#334ADC
2006,Connecticut,Democrat Vote %,648653,1074739,1150774,56.36667148,49.2213936,#E71212
2006,Connecticut,Republican Vote %,419895,1074739,1150774,36.48805065,36.48805065,#D1AA08
2006,Connecticut,Third Party Vote %,6191,823541,247653,2.499868768,-36.89597946,#334ADC
2006,Delaware,Democrat Vote %,97565,251694,247653,39.39584822,36.89597946,#E71212
2006,Delaware,Republican Vote %,143897,251694,247653,58.10428301,58.10428301,#D1AA08
2006,Delaware,Third Party Vote %,10232,503388,3793038,0.269757382,-41.91207681,#334ADC
2006,Florida,Democrat Vote %,1599973,3671883,3793038,42.18183419,41.91207681,#E71212
2006,Florida,Republican Vote %,2182833,3761256,3793038,57.54840843,57.54840843,#D1AA08
2006,Florida,Third Party Vote %,109,1953605,2070300,0.005264937,-45.01927257,#334ADC
2006,Georgia,Democrat Vote %,932143,2070191,2070300,45.02453751,45.01927257,#E71212
2006,Georgia,Republican Vote %,1138048,1947811,2070300,54.97019756,54.97019756,#D1AA08
2006,Hawaii,Democrat Vote %,219810,337944,515320,42.65504929,19.7306528,#334ADC
2006,Hawaii,Republican Vote %,118134,337944,515320,22.92439649,-19.7306528,#E71212
2006,Idaho,Democrat Vote %,177376,445306,515320,34.42055422,34.42055422,#D1AA08
2006,Idaho,Republican Vote %,248105,445306,2254361,11.00555767,10.12615105,#334ADC
2006,Idaho,Third Party Vote %,19825,1122586,2254361,0.879406626,-10.12615105,#E71212
2006,Illinois,Democrat Vote %,1986431,3452581,2254361,88.1150357,88.1150357,#D1AA08
2006,Illinois,Republican Vote %,1442526,3295290,2278646,63.30627926,62.26952322,#334ADC
2006,Illinois,Third Party Vote %,23624,1772372,2278646,1.036756038,-62.26952322,#E71212
2006,Indiana,Democrat Vote %,812496,1666922,2278646,35.65696471,35.65696471,#D1AA08
2006,Indiana,Republican Vote %,831785,1666922,1347363,61.73429135,60.05389787,#334ADC
2006,Indiana,Third Party Vote %,22641,1001163,1347363,1.68039348,-60.05389787,#E71212
2006,Iowa,Democrat Vote %,492937,1032981,1347363,36.58531517,36.58531517,#D1AA08
2006,Iowa,Republican Vote %,522388,1032981,897371,58.21315821,57.56771725,#334ADC
2006,Iowa,Third Party Vote %,5792,430560,897371,0.64544096,-57.56771725,#E71212
2006,Kansas,Democrat Vote %,369191,845127,897371,41.14140083,41.14140083,#D1AA08
2006,Kansas,Republican Vote %,459267,845127,1077659,42.61709873,41.07032002,#334ADC
2006,Kansas,Third Party Vote %,16669,845127,1077659,1.546778712,-41.07032002,#E71212
2006,Kentucky,Democrat Vote %,601723,1253526,1077659,55.83612256,55.83612256,#D1AA08
2006,Kentucky,Republican Vote %,611780,1067746,961082,63.65533846,59.49096955,#334ADC
2006,Kentucky,Third Party Vote %,40023,874477,961082,4.164368909,-59.49096955,#E71212
2006,Louisiana,Democrat Vote %,309279,2080784,961082,32.18029263,32.18029263,#D1AA08
2006,Louisiana,Republican Vote %,579702,1265373,957457,60.54600885,57.7224878,#334ADC
2006,Louisiana,Third Party Vote %,27034,735472,957457,2.823521056,-57.7224878,#E71212
2006,Maine,Democrat Vote %,350721,535915,957457,36.63047009,36.63047009,#D1AA08
2006,Maine,Republican Vote %,163165,535915,1284635,12.70127312,10.98646697,#334ADC
2006,Maine,Third Party Vote %,22029,280987,1284635,1.714806151,-10.98646697,#E71212
2006,Maryland,Democrat Vote %,1099441,1701202,1284635,85.58392072,85.58392072,#D1AA08
2006,Maryland,Republican Vote %,546862,1335902,2234068,24.47830594,22.02095012,#334ADC
2006,Maryland,Third Party Vote %,54899,2802472,2234068,2.457355819,-22.02095012,#E71212
2006,Massachusetts,Democrat Vote %,1632307,2243835,2234068,73.06433824,73.06433824,#D1AA08
2006,Massachusetts,Republican Vote %,198550,764562,2486439,7.985315546,-6.670342606,#334ADC
2006,Massachusetts,Third Party Vote %,364404,4923868,2486439,14.65565815,6.670342606,#E71212
2006,Michigan,Democrat Vote %,1923485,3646426,2486439,77.3590263,77.3590263,#D1AA08
2006,Michigan,Republican Vote %,1624865,3313235,2873700,56.54261057,53.19452274,#334ADC
2006,Michigan,Third Party Vote %,96214,7748812,2873700,3.348087831,-53.19452274,#E71212
2006,Minnesota,Democrat Vote %,1152621,2178974,2873700,40.1093016,40.1093016,#D1AA08
2006,Minnesota,Republican Vote %,924636,2178974,1286683,71.86198932,63.95662335,#334ADC
2006,Minnesota,Third Party Vote %,101717,3802722,1286683,7.905365968,-63.95662335,#E71212
2006,Mississippi,Democrat Vote %,260330,439217,1286683,20.23264472,20.23264472,#D1AA08
2006,Mississippi,Republican Vote %,304308,600697,1332625,22.83523122,20.12936873,#334ADC
2006,Mississippi,Third Party Vote %,36059,322960,1332625,2.705862489,-20.12936873,#E71212
2006,Missouri,Democrat Vote %,992258,2097322,1332625,74.45890629,74.45890629,#D1AA08
2006,Missouri,Republican Vote %,1049346,2097322,1263980,83.01919334,78.61105397,#334ADC
2006,Missouri,Third Party Vote %,55718,3518409,1263980,4.408139369,-78.61105397,#E71212
2006,Montana,Democrat Vote %,158916,406125,1263980,12.57266729,12.57266729,#D1AA08
2006,Montana,Republican Vote %,239124,406125,509119,46.96819408,45.3801567,#334ADC
2006,Montana,Third Party Vote %,8085,406125,509119,1.588037374,-45.3801567,#E71212
2006,Nebraska,Democrat Vote %,261910,596087,509119,51.44376855,51.44376855,#D1AA08
2006,Nebraska,Republican Vote %,334177,596087,882373,37.87253236,5.246987385,#334ADC
2006,Nevada,Democrat Vote %,287879,574827,882373,32.62554498,-5.246987385,#E71212
2006,Nevada,Republican Vote %,260317,574827,882373,29.50192266,29.50192266,#D1AA08
2006,Nevada,Third Party Vote %,26631,1149654,425680,6.256107874,-42.94376057,#334ADC
2006,New Hampshire,Democrat Vote %,209434,402669,425680,49.19986845,42.94376057,#E71212
2006,New Hampshire,Republican Vote %,189615,402669,425680,44.54402368,44.54402368,#D1AA08
2006,New Hampshire,Third Party Vote %,3620,608961,2114578,0.17119255,-56.94573574,#334ADC
2006,New Jersey,Democrat Vote %,1207782,2136840,2114578,57.11692829,56.94573574,#E71212
2006,New Jersey,Republican Vote %,903176,1906466,2114578,42.71187916,42.71187916,#D1AA08
2006,New Jersey,Third Party Vote %,25882,3147784,586831,4.410469113,-48.94799354,#334ADC
2006,New Mexico,Democrat Vote %,313124,561084,586831,53.35846266,48.94799354,#E71212
2006,New Mexico,Republican Vote %,247825,561084,586831,42.23106823,42.23106823,#D1AA08
2006,New Mexico,Third Party Vote %,135,155874,3698373,0.003650254,-68.61511805,#334ADC
2006,New York,Democrat Vote %,2537778,4687197,3698373,68.61876831,68.61511805,#E71212
2006,New York,Republican Vote %,1160460,4165852,3698373,31.37758144,31.37758144,#D1AA08
2006,New York,Third Party Vote %,988959,16470044,2929767,33.75555121,-1.295529645,#334ADC
2006,North Carolina,Democrat Vote %,1026915,1940808,2929767,35.05108085,1.295529645,#E71212
2006,North Carolina,Republican Vote %,913893,1858298,2929767,31.19336794,31.19336794,#D1AA08
2006,North Dakota,Democrat Vote %,142934,217621,2299358,6.216256886,2.968089354,#334ADC
2006,North Dakota,Republican Vote %,74687,217621,2299358,3.248167532,-2.968089354,#E71212
2006,Ohio,Democrat Vote %,2081737,3961195,2299358,90.53557558,90.53557558,#D1AA08
2006,Ohio,Republican Vote %,1870390,3961195,2243846,83.35643355,83.33111987,#334ADC
2006,Ohio,Third Party Vote %,568,696729,2243846,0.02531368,-83.33111987,#E71212
2006,Oklahoma,Democrat Vote %,372888,905194,2243846,16.61825277,16.61825277,#D1AA08
2006,Oklahoma,Republican Vote %,518025,905194,1298159,39.90458796,38.80449159,#334ADC
2006,Oklahoma,Third Party Vote %,14281,364154,1298159,1.100096367,-38.80449159,#E71212
2006,Oregon,Democrat Vote %,765853,1357434,1298159,58.99531567,58.99531567,#D1AA08
2006,Oregon,Republican Vote %,557491,1357434,2820672,19.76447456,18.55589732,#334ADC
2006,Oregon,Third Party Vote %,34090,2966485,2820672,1.208577247,-18.55589732,#E71212
2006,Pennsylvania,Democrat Vote %,2229091,4013388,2820672,79.02694819,79.02694819,#D1AA08
2006,Pennsylvania,Republican Vote %,1732163,3695988,2049246,84.52684548,81.98278782,#334ADC
2006,Pennsylvania,Third Party Vote %,52134,4559248,2049246,2.544057668,-81.98278782,#E71212
2006,Rhode Island,Democrat Vote %,264949,373148,2049246,12.92909685,12.92909685,#D1AA08
2006,Rhode Island,Republican Vote %,41836,180104,580918,7.201704888,-4.222110522,#334ADC
2006,Rhode Island,Third Party Vote %,66363,373148,580918,11.42381541,4.222110522,#E71212
2006,South Carolina,Democrat Vote %,472719,1086206,580918,81.3744797,81.3744797,#D1AA08
2006,South Carolina,Republican Vote %,599615,1086206,843955,71.0482194,69.40452986,#334ADC
2006,South Carolina,Third Party Vote %,13872,1795149,843955,1.643689533,-69.40452986,#E71212
2006,South Dakota,Democrat Vote %,230468,333562,843955,27.30809107,27.30809107,#D1AA08
2006,South Dakota,Republican Vote %,97864,333562,963955,10.15234114,9.609784689,#334ADC
2006,South Dakota,Third Party Vote %,5230,333562,963955,0.542556447,-9.609784689,#E71212
2006,Tennessee,Democrat Vote %,860861,1715426,963955,89.30510242,89.30510242,#D1AA08
2006,Tennessee,Republican Vote %,799547,1715426,2745434,29.12279079,27.1188089,#334ADC
2006,Tennessee,Third Party Vote %,55018,2952760,2745434,2.003981884,-27.1188089,#E71212
2006,Texas,Democrat Vote %,1890869,5043438,2745434,68.87322733,68.87322733,#D1AA08
2006,Texas,Republican Vote %,2254609,4373669,2727710,82.6557442,74.274428,#334ADC
2006,Texas,Third Party Vote %,228618,5111742,2727710,8.381316196,-74.274428,#E71212
2006,Utah,Democrat Vote %,244483,569690,2727710,8.962939609,8.962939609,#D1AA08
2006,Utah,Republican Vote %,292235,569690,465022,62.84326333,55.7528461,#334ADC
2006,Utah,Third Party Vote %,32972,1365198,465022,7.090417228,-55.7528461,#E71212
2006,Vermont,Democrat Vote %,139815,262726,465022,30.06631944,30.06631944,#D1AA08
2006,Vermont,Republican Vote %,117023,262726,1070014,10.93658588,10.3863127,#334ADC
2006,Vermont,Third Party Vote %,5888,1839082,1070014,0.550273174,-10.3863127,#E71212
2006,Virginia,Democrat Vote %,947103,1894901,1070014,88.51314095,88.51314095,#D1AA08
2006,Virginia,Republican Vote %,1222790,2158242,2594228,47.13502437,42.22631935,#334ADC
2006,Virginia,Third Party Vote %,127343,4536033,2594228,4.908705017,-42.22631935,#E71212
2006,Washington,Democrat Vote %,1244095,2054056,2594228,47.95627061,47.95627061,#D1AA08
2006,Washington,Republican Vote %,798005,2054056,1073783,74.31715719,73.20371062,#334ADC
2006,Washington,Third Party Vote %,11956,246133,1073783,1.113446572,-73.20371062,#E71212
2006,West Virginia,Democrat Vote %,263822,454813,1073783,24.56939624,24.56939624,#D1AA08
2006,West Virginia,Republican Vote %,190893,454813,1194147,15.98572035,15.97751366,#334ADC
2006,West Virginia,Third Party Vote %,98,157000,1194147,0.008206695,-15.97751366,#E71212
2006,Wisconsin,Democrat Vote %,1003156,1859856,1194147,84.00607295,84.00607295,#D1AA08
2006,Wisconsin,Republican Vote %,1040071,2063413,1152581,90.2384301,88.48705644,#334ADC
2006,Wisconsin,Third Party Vote %,20186,2954201,1152581,1.751373656,-88.48705644,#E71212
2006,Wyoming,Democrat Vote %,92324,196215,1152581,8.010196247,8.010196247,#D1AA08
2006,Wyoming,Republican Vote %,93336,196215,822258,11.35118175,10.06752139,#334ADC
2006,Wyoming,Third Party Vote %,10555,784860,822258,1.28366036,-10.06752139,#E71212
2008,Alabama,Democrat Vote %,718367,1353664,822258,87.36515789,87.36515789,#D1AA08
2008,Alabama,Republican Vote %,1120903,1623567,1279461,87.60743782,86.35706755,#334ADC
2008,Alabama,Third Party Vote %,15998,1855268,1279461,1.250370273,-86.35706755,#E71212
2008,Alaska,Democrat Vote %,142560,316978,1279461,11.14219191,11.14219191,#D1AA08
2008,Alaska,Republican Vote %,158939,316978,1229723,12.92478062,11.66604186,#334ADC
2008,Alaska,Third Party Vote %,15479,633956,1229723,1.258738757,-11.66604186,#E71212
2008,Arizona,Democrat Vote %,1055305,2155694,1229723,85.81648062,85.81648062,#D1AA08
2008,Arizona,Republican Vote %,1021798,2155694,1515871,67.40665927,62.22211521,#334ADC
2008,Arizona,Third Party Vote %,78591,3702051,1515871,5.184544067,-62.22211521,#E71212
2008,Arkansas,Democrat Vote %,415482,513148,1515871,27.40879666,27.40879666,#D1AA08
2008,Arkansas,Republican Vote %,215196,274046,7749437,2.776924311,0.757216298,#334ADC
2008,Arkansas,Third Party Vote %,156516,1064559,7749437,2.019708012,-0.757216298,#E71212
2008,California,Democrat Vote %,7377725,11915429,7749437,95.20336768,95.20336768,#D1AA08
2008,California,Republican Vote %,4515372,11235793,6204077,72.78072145,65.86620379,#334ADC
2008,California,Third Party Vote %,428982,11960104,6204077,6.914517663,-65.86620379,#E71212
2008,Colorado,Democrat Vote %,1259723,2283846,6204077,20.30476089,20.30476089,#D1AA08
2008,Colorado,Republican Vote %,990836,2283846,1932884,51.26205194,49.53991031,#334ADC
2008,Colorado,Third Party Vote %,33287,1865504,1932884,1.722141629,-49.53991031,#E71212
2008,Connecticut,Democrat Vote %,908761,1527399,1932884,47.01580643,47.01580643,#D1AA08
2008,Connecticut,Republican Vote %,504785,1527399,765072,65.97875755,51.09741305,#334ADC
2008,Connecticut,Third Party Vote %,113853,4896262,765072,14.8813445,-51.09741305,#E71212
